item_id,item,item weight,prototype
5768,AGAOZ53UU82G7,1.963562,50
12702,A2QY4B60WUYHT2,1.9998395,51
12608,A24XXLZ8WXQ4V2,1.9996738,51
12800,A21B5CJ3Y5L56H,1.9985394,51
13446,A32O2XS2VQFYAK,1.9963117,51
13243,A2YHP8PED4F6BF,1.9961889,51
10380,A14FE14GPX0ZKA,1.9956219,51
12424,A3RKC7TADR993X,1.9945495,51
12991,A21RJLHNAM91TU,1.9926171,51
8623,A119VFPHRP11MY,1.9909492,51
13752,A1U4ZX7A984IZG,1.9882331,51
5072,A119Q9NFGVOEJZ,1.9997267,52
9632,AE9EWMRGLQ41S,1.997669,52
11510,ADIOL01IILTJ7,1.9962568,52
4865,ASLYR9GYSE5RL,1.9957807,52
6971,A2U93J8VKKE1JV,1.9945382,52
8987,ADUDTHE4Q6832,1.9942063,52
9423,A2KVW8BZEQRI56,1.9922746,52
11244,AWL59T38YHVWX,1.9801697,52
2162,AMZCQIDUWDHLC,1.9773991,52
4646,A7OE4WU1V8IK1,1.976474,52
5026,A1H4KGCID2M1U3,1.9998418,53
4950,A7U9GG09POJ02,1.9994934,53
4834,A37D2TGTIXRV2N,1.9986664,53
5011,AKJHHD5VEH7VG,1.9980497,53
6241,A2R1HUYHXV7H18,1.9971824,53
1025,A2W00XKTTF1G0Z,1.9948206,53
3998,AMBFK6N4JS5Z2,1.9944146,53
6795,A2BPB05QNCE00B,1.993546,53
7737,AH7L8JG25A48E,1.9763635,53
4992,A2RMVKGPSIISC0,1.9731442,53
4528,AUU4G4TASZUWV,1.9995733,54
6858,A3NCLSINYO0DJE,1.9985499,54
9085,A2XS3GGUQ15SQ6,1.9982288,54
9379,A19OZV4OY58ASH,1.995609,54
13942,A19OS4UH92KTKD,1.9921598,54
5919,A18APJULAWONNE,1.9909098,54
6730,A3AUJU8NVES4EQ,1.984722,54
9813,AVD3LRYYALBFA,1.9825529,54
9090,A1ZGNCN1VRUO1H,1.9766307,54
11896,A1IH1XJVRNGJ64,1.9712378,54
13258,A11ZCNNUJEC4X2,1.9996531,55
14135,A2IUTTD4XEFO5P,1.9994383,55
7941,A44DKG8IGKJQY,1.9993092,55
3146,A6QXHXETA0USN,1.9992425,55
11521,A1LLBSF024FIVK,1.9986851,55
7438,A3V79KXIY09MOE,1.9981647,55
10491,A2F15PAV97W0LL,1.9959139,55
13116,A1V3AG8852MOSW,1.992945,55
12784,A2G4A7LS78GTXF,1.9918816,55
13919,A30WFGZWZ9KDQV,1.9906394,55
976,A2GHIQ07GEW7NN,1.9994979,56
2951,A2PZRYV6WAEOYT,1.998935,56
337,A1UODWQ2K6DFXT,1.9983888,56
